ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
11242,retained,12,12,20,1924,0,205,1480.2,1062.2,6,3,Android
11243,retained,83,67,126,1286,0,0,8737.4,4997.7,17,13,iPhone
11244,retained,7,6,32,3171,92,54,1965.8,806.6,27,21,iPhone
11245,retained,18,14,137,72,70,0,3259.2,864.8,20,16,iPhone
11246,retained,56,56,119,372,42,97,2184.0,339.6,2,2,iPhone
11247,retained,118,95,275,2801,21,86,2182.8,1710.6,21,16,iPhone
11248,retained,59,48,248,325,38,0,6415.1,1070.2,18,11,Android
11249,retained,89,73,99,2746,254,0,4569.1,3732.8,25,18,iPhone
11250,retained,41,33,96,1729,0,0,5890.4,3732.2,17,15,Android
11251,retained,34,29,279,2824,284,0,1576.2,1069.4,27,26,iPhone
11252,retained,17,17,130,2281,597,0,2681.1,1153.5,18,14,iPhone
11253,retained,43,37,440,2760,48,33,2499.6,762.2,8,8,Android
11254,retained,77,62,276,2466,0,130,3552.5,1191.6,25,23,iPhone
11255,retained,40,35,68,2754,74,0,3073.7,1072.4,11,6,iPhone
11256,churned,41,33,72,1419,41,0,651.8,155.5,1,0,iPhone
11257,retained,134,108,147,1015,0,0,2411.2,900.8,4,4,iPhone
11258,churned,230,184,487,1081,0,0,6927.7,3959.1,13,6,Android
11259,retained,1,1,94,2191,96,85,15777.4,9361.5,24,23,iPhone
11260,retained,9,9,47,1285,101,0,1910.1,227.6,15,15,iPhone
11261,retained,76,62,150,3482,0,19,1052.0,494.0,10,7,Android
11262,retained,81,65,311,1679,70,31,526.4,299.4,10,6,iPhone
11263,retained,44,37,112,330,0,0,821.6,561.4,20,20,iPhone
11264,retained,34,34,104,2310,348,11,8257.1,2750.4,10,10,iPhone
11265,churned,93,75,187,120,4,0,1382.8,1116.9,8,8,iPhone
11266,retained,186,149,218,620,26,42,3845.3,2037.7,27,23,iPhone
11267,retained,27,27,105,625,230,0,4363.9,3080.1,16,9,Android
11268,churned,1,1,181,2889,85,59,5353.1,2862.8,1,1,iPhone
11269,retained,88,72,158,3103,0,0,1246.5,1019.3,14,14,Android
11270,retained,107,98,144,1028,0,0,1240.5,812.5,20,19,iPhone
11271,retained,60,50,74,128,51,115,4119.2,982.7,22,22,iPhone
11273,retained,89,71,179,3380,3,29,1050.3,403.0,11,6,iPhone
11274,retained,117,94,158,3115,181,0,6425.6,1710.4,2,2,iPhone
11275,churned,7,7,97,1656,13,0,5683.2,1846.5,0,0,iPhone
11276,churned,175,143,238,3338,22,55,1142.2,537.1,1,0,iPhone
11277,retained,142,133,164,2886,22,1,8354.2,5816.5,2,2,iPhone
11278,retained,209,167,479,3481,41,33,10224.9,727.0,9,9,Android
11279,retained,32,26,110,2095,67,29,3486.1,680.3,14,14,iPhone
11280,retained,289,232,570,1081,478,85,3392.2,1062.9,31,22,iPhone
11281,retained,135,109,290,559,34,0,2577.0,1849.5,30,24,iPhone
11282,churned,122,97,142,2610,270,29,2148.8,1228.1,1,1,Android
11283,retained,75,61,140,3377,28,4,2255.6,882.6,11,8,iPhone
11284,retained,102,89,257,2228,31,0,4718.6,3567.8,31,27,Android
11285,retained,36,29,67,2566,16,150,1103.2,402.8,4,4,iPhone
11286,retained,236,189,523,2403,6,0,3070.2,635.4,11,8,iPhone
11287,retained,30,25,144,1539,200,0,3066.4,2143.0,16,14,Android
11288,retained,8,8,93,485,175,8,4168.6,1476.8,14,12,iPhone
11289,retained,78,62,89,3321,27,12,4199.6,1706.2,29,26,iPhone
11290,retained,116,93,306,2802,257,16,3796.0,677.8,8,6,Android
11291,retained,18,18,143,2887,16,4,2045.7,1221.8,22,14,iPhone
11292,retained,196,158,258,1278,29,8,2836.9,1504.9,18,10,iPhone
11293,retained,17,14,244,227,166,43,4866.4,732.2,18,10,iPhone
11294,retained,207,167,223,825,156,63,812.7,163.6,24,14,iPhone
11295,retained,10,10,75,1081,110,0,4691.0,627.0,17,11,iPhone
11296,retained,10,8,47,438,0,17,1968.7,626.5,26,25,Android
11297,retained,34,28,94,312,9,66,3892.5,2353.3,27,23,Android
11298,churned,62,50,75,1647,331,86,877.9,640.4,8,3,iPhone
11299,retained,48,40,129,3358,144,0,966.0,773.5,15,9,Android
11300,retained,7,7,191,3447,118,55,6827.4,1073.8,10,7,Android
11301,retained,101,81,119,2766,48,0,4042.7,2073.2,22,17,Android
11302,retained,14,14,90,1849,263,39,1876.2,1388.7,0,0,iPhone
11303,churned,61,49,125,2642,128,0,5319.6,3824.5,2,2,iPhone
11304,retained,2,2,67,574,232,0,7150.7,2105.8,26,20,Android
11305,retained,6,6,211,3071,2,93,3963.3,3278.0,15,9,iPhone
11306,retained,250,201,285,2125,211,55,13804.8,9381.8,31,23,iPhone
11307,retained,3,3,197,2094,162,54,3755.5,1755.5,15,9,Android
11308,retained,13,11,50,1781,0,0,1359.5,821.4,6,3,iPhone
11309,retained,151,121,267,801,157,27,3004.7,1778.1,13,8,iPhone
11310,churned,12,12,69,800,32,210,3322.1,730.4,4,0,Android
11311,retained,80,70,218,749,0,25,3819.2,3163.4,9,9,Android
11312,retained,211,197,394,2959,272,0,1156.6,876.9,28,21,iPhone
11313,retained,32,26,213,1188,3,9,2428.0,633.9,23,21,Android
11314,retained,34,27,115,2528,545,107,3805.3,1825.2,27,19,iPhone
11315,retained,124,102,173,1547,298,0,2624.7,334.8,25,22,Android
11316,retained,27,22,184,733,0,0,1582.2,1168.2,13,12,iPhone
11317,retained,42,34,178,452,227,0,1248.2,431.8,25,20,Android
11318,retained,9,7,190,3314,280,15,2853.4,1349.2,13,7,Android
11319,retained,96,78,103,311,23,0,3132.0,2312.5,14,14,Android
11320,retained,65,54,157,1700,29,23,614.9,480.9,17,17,Android
11321,retained,106,91,156,3222,268,32,2045.5,432.5,30,26,Android
11322,retained,168,134,304,1965,60,18,2880.5,1150.6,27,18,iPhone
11323,retained,131,109,178,3324,29,0,6806.6,3267.4,1,1,iPhone
11324,retained,160,128,246,3064,0,0,4158.5,773.3,8,2,iPhone
11325,retained,30,24,61,812,14,0,1642.2,924.3,20,13,Android
11326,retained,8,7,19,3258,0,61,3211.2,1152.8,1,1,Android
11327,retained,23,19,57,541,157,248,3020.0,1219.7,25,22,Android
11328,retained,42,35,223,1502,262,0,2107.8,1355.0,1,1,iPhone
11329,churned,61,56,75,168,188,74,2470.0,1921.2,15,9,Android
11330,churned,29,25,127,3339,89,44,2664.2,932.9,1,0,iPhone
11331,retained,43,34,59,2014,488,7,1544.3,923.3,4,2,iPhone
11332,retained,389,314,444,2037,83,219,2246.3,1449.4,30,21,iPhone
11333,retained,59,47,146,2999,110,0,3223.1,2359.8,2,1,Android
11334,retained,29,29,59,635,0,0,4071.9,2283.2,22,14,Android
11335,retained,73,61,213,1140,136,19,8930.4,1019.5,10,7,iPhone
11336,churned,31,25,140,2731,183,15,6367.3,4508.9,16,16,iPhone
11337,retained,120,96,154,1755,0,0,1305.6,464.9,16,9,Android
11338,retained,228,182,322,3266,56,66,2546.6,350.1,14,9,iPhone
11339,retained,48,40,58,1007,71,0,3469.1,2814.2,15,14,iPhone
11340,retained,2,2,55,3423,292,27,3856.7,2120.6,18,14,Android
11341,retained,10,8,90,2776,132,0,3266.0,929.8,13,8,iPhone
11342,retained,135,135,317,2029,5,11,3687.2,2467.2,28,22,iPhone
11343,churned,151,121,211,2567,699,71,8528.8,3894.6,20,11,Android
11344,retained,15,13,73,1512,0,0,7728.8,6172.6,29,22,iPhone
11345,retained,58,48,329,807,399,15,1121.1,766.7,16,10,iPhone
11346,retained,39,31,58,2273,0,154,3663.6,2806.0,16,15,Android
11347,retained,114,93,175,3360,120,0,2809.8,632.9,2,0,Android
11348,retained,5,5,360,2697,79,0,602.4,169.3,13,13,iPhone
11350,retained,173,139,237,1607,0,49,5303.4,1167.4,11,11,iPhone
11351,churned,79,66,162,171,132,0,2479.5,655.4,2,2,iPhone
11352,retained,191,153,243,3092,5,156,3501.9,1476.3,22,20,iPhone
11353,retained,103,84,154,2994,451,0,6760.0,2070.4,9,7,iPhone
11354,retained,56,56,172,1047,133,0,2383.6,1260.1,23,18,Android
11355,retained,204,164,541,714,108,6,3338.5,2537.8,6,6,iPhone
11356,retained,302,243,456,835,324,0,6362.2,2149.4,1,1,Android
11357,retained,98,78,396,3474,32,161,1654.9,1295.1,17,17,iPhone
11358,retained,0,0,31,2007,273,16,2864.6,1168.6,19,15,Android
11359,retained,54,45,59,2868,297,0,1931.9,1364.9,7,6,iPhone
11360,retained,225,180,582,580,0,0,2350.5,1379.1,18,12,Android
11361,churned,6,6,23,1050,0,49,4917.5,1640.7,5,2,iPhone
11362,retained,25,21,97,207,24,2,7003.9,2842.0,28,20,iPhone
11363,retained,130,104,285,1113,123,0,3602.4,1624.8,25,23,Android
11364,retained,57,46,222,2992,135,51,1728.8,1080.1,11,11,Android
11365,retained,30,27,191,2966,55,28,3522.8,1121.4,13,12,Android
11366,retained,15,12,121,2094,56,17,9751.7,2965.0,6,6,iPhone
11367,retained,22,18,368,1344,46,47,1818.4,744.2,24,16,iPhone
11368,retained,129,106,476,709,0,0,7886.6,5494.0,25,16,iPhone
11369,retained,106,85,190,1948,111,52,1502.4,889.3,22,13,Android
11370,retained,352,282,474,335,110,14,6850.9,2001.4,27,19,iPhone
11371,retained,2,2,191,977,87,11,3103.4,2421.0,11,9,iPhone
11372,retained,4,4,403,2006,322,2,12687.4,4924.4,28,19,Android
11373,retained,117,94,122,493,17,16,6133.3,2864.1,7,6,iPhone
11374,retained,75,61,202,3013,144,0,1177.2,955.8,28,22,Android
11375,churned,116,93,142,349,243,48,6520.6,4933.0,4,2,iPhone
11376,retained,28,23,32,2964,21,50,9357.4,3793.2,5,5,Android
11377,retained,48,41,50,599,47,0,4653.4,1942.2,27,25,iPhone
11378,retained,324,259,345,2775,81,0,6529.8,5153.2,14,14,iPhone
11379,retained,48,38,97,679,75,23,9420.5,5976.8,18,14,iPhone
11380,churned,24,23,87,1225,235,128,2951.3,1752.9,0,0,iPhone
11381,retained,107,89,159,1150,186,61,3858.2,2739.9,21,21,iPhone
11382,churned,13,13,31,996,0,53,1671.6,589.2,2,1,iPhone
11383,churned,207,167,372,48,158,124,2256.0,794.5,10,9,iPhone
11384,retained,81,71,114,3194,8,38,2356.0,1921.2,18,14,Android
11385,churned,70,56,509,2560,146,0,2073.5,934.3,4,2,iPhone
11386,retained,71,57,228,2531,166,32,783.0,450.7,29,27,iPhone
11387,retained,76,61,84,893,97,0,3139.9,1901.5,16,8,Android
11388,retained,67,54,116,1837,292,187,3931.5,1386.7,6,3,iPhone
11389,retained,76,61,190,2533,0,0,13671.9,8714.6,24,20,iPhone
11390,retained,18,18,263,889,90,0,6797.8,5266.3,19,11,iPhone
11391,retained,28,22,70,1830,580,33,4205.9,1170.1,22,15,iPhone
11392,retained,23,19,86,2203,201,110,3580.3,1057.3,19,12,iPhone
11393,retained,31,31,39,1403,88,11,7865.5,2523.0,7,6,Android
11394,retained,501,405,669,2240,9,32,4289.2,2896.0,24,23,Android
11395,retained,63,51,178,2695,0,0,3953.7,628.6,10,10,iPhone
11396,churned,56,56,64,3443,60,47,4398.9,2536.9,13,7,Android
11397,churned,107,107,114,416,313,20,1682.4,840.9,25,22,iPhone
11398,retained,91,74,220,127,0,18,3412.5,2734.2,31,27,Android
11399,retained,137,110,232,430,149,161,1319.5,268.2,6,5,Android
11400,retained,131,105,324,2715,29,43,2721.2,69.4,11,4,Android
11401,retained,70,65,83,232,1182,0,4217.9,3229.6,8,8,Android
11402,retained,20,16,336,2653,205,0,8273.6,1911.0,5,2,iPhone
11403,retained,124,100,145,1334,212,36,683.1,195.7,12,10,Android
11404,retained,20,17,247,3403,78,0,7817.5,5637.1,3,1,iPhone
11405,retained,82,66,449,854,183,15,1823.9,1149.2,20,11,Android
11406,retained,38,36,90,3029,0,105,1188.6,962.2,8,8,iPhone
11407,retained,70,56,112,1974,113,21,4446.4,907.0,16,9,Android
11409,retained,4,4,201,2389,56,32,4126.0,1737.2,6,6,iPhone
11410,retained,15,15,88,1357,393,29,4385.8,2761.6,15,10,Android
11411,retained,9,9,84,1568,379,47,2781.3,1813.8,19,16,iPhone
11412,retained,17,17,64,858,4,8,2195.4,1140.0,14,14,iPhone
11413,retained,136,118,197,2992,168,8,7774.4,1659.6,23,22,iPhone
11415,retained,6,6,60,2543,7,0,3131.4,109.4,12,12,iPhone
11416,churned,65,52,133,1311,0,25,1905.2,374.7,1,0,iPhone
11417,retained,420,336,424,1548,183,40,3752.2,2614.8,29,27,iPhone
11418,retained,1,1,176,3434,144,117,2557.1,1748.4,3,0,iPhone
11419,retained,121,97,186,2844,110,81,4000.1,3180.1,26,20,iPhone
11420,retained,51,42,63,2682,0,141,2765.5,813.1,12,5,iPhone
11421,churned,45,36,57,2772,203,60,2349.5,822.9,23,14,iPhone
11422,churned,99,80,284,112,446,13,10427.8,6076.7,13,9,iPhone
11423,retained,77,62,173,2880,0,31,4258.9,2382.0,11,11,iPhone
11424,retained,12,10,48,2474,133,0,4120.2,2913.8,28,19,Android
11426,retained,8,8,81,349,141,60,8235.5,3748.9,27,23,iPhone
11427,retained,31,28,49,1275,27,11,1230.1,796.6,23,16,Android
11428,retained,67,55,95,2563,206,0,2911.2,2011.2,11,8,Android
11429,churned,91,73,162,1814,44,73,7358.5,3513.0,14,8,Android
11430,churned,200,166,305,863,125,49,5505.2,4522.8,18,17,Android
11431,retained,138,112,571,2737,0,14,4057.8,3137.4,8,8,iPhone
11432,retained,75,61,348,2913,0,0,5441.8,2629.4,19,19,iPhone
11433,retained,59,48,201,1034,250,0,3300.5,2744.9,20,15,iPhone
11434,retained,143,114,306,682,171,0,2644.2,2154.1,22,18,iPhone
11435,churned,81,72,489,513,285,0,9620.5,6035.2,8,8,iPhone
11436,retained,28,23,116,2654,247,91,4002.0,2934.2,19,13,Android
11437,churned,120,96,184,1344,61,31,2303.5,803.6,3,3,Android
11438,retained,18,15,47,3325,99,0,1965.1,418.9,4,4,iPhone
11439,retained,50,41,87,1370,52,0,2854.9,1610.7,7,7,Android
11441,churned,43,35,89,415,82,0,3049.0,2082.2,24,17,iPhone
11442,churned,87,84,148,799,0,0,8953.3,6315.4,1,0,Android
11443,retained,19,19,227,317,121,0,1182.5,630.5,25,19,Android
11444,retained,140,140,203,2515,175,32,1641.7,354.7,9,9,Android
11445,retained,8,8,302,1244,225,16,2065.8,959.0,12,12,iPhone
11446,churned,15,12,127,368,203,20,3422.3,2148.1,21,13,iPhone
11447,retained,10,8,35,1258,0,6,6536.8,3075.2,21,19,iPhone
11448,retained,6,6,128,2426,101,16,12648.6,10348.4,23,14,iPhone
11449,retained,23,23,31,2354,0,73,4059.1,1745.6,10,9,iPhone
11450,retained,97,78,294,1754,240,0,4157.9,1437.7,13,9,iPhone
11451,retained,18,16,135,1221,110,88,4651.0,3284.9,4,0,iPhone
11452,retained,104,86,245,2010,0,23,4289.6,3322.9,14,6,iPhone
11453,retained,149,120,184,1729,458,117,6382.0,320.1,30,27,iPhone
11454,retained,2,2,166,2565,37,3,1155.5,801.2,30,24,Android
11455,retained,68,56,148,2357,11,19,3448.1,1448.5,13,6,iPhone
11456,retained,149,149,159,2327,94,0,3206.3,1375.7,4,0,iPhone
11457,retained,79,64,167,1816,265,0,4944.1,3969.4,6,6,iPhone
11458,retained,38,38,162,1389,35,11,5372.8,681.2,23,17,iPhone
11459,retained,12,12,77,2250,207,54,1528.3,533.5,29,19,Android
11460,retained,3,3,93,737,0,0,7259.6,1086.2,25,22,iPhone
11461,retained,75,60,452,764,0,26,2711.2,1655.1,19,12,Android
11462,retained,69,59,125,3306,143,124,1493.4,510.9,3,0,Android
11463,retained,48,39,167,1989,47,0,3368.2,2001.6,30,23,Android
11464,retained,87,70,257,1414,497,0,5757.3,2737.0,31,25,iPhone
11465,retained,182,156,387,2249,22,76,4663.4,1353.4,12,6,iPhone
11466,churned,8,8,171,580,100,38,1423.7,464.9,5,2,Android
11467,retained,31,30,584,1986,3,23,5381.0,1981.7,22,20,iPhone
11468,retained,16,13,124,2718,144,0,2922.6,1159.2,9,2,Android
11469,retained,198,159,259,976,1,11,4596.1,3823.1,27,24,iPhone
11470,retained,282,226,299,2636,0,82,956.6,378.1,19,14,Android
11471,retained,102,83,203,2617,0,84,5179.1,1823.5,23,20,iPhone
11472,churned,16,14,21,33,141,0,931.3,595.3,8,5,Android
11473,retained,16,13,316,1273,0,21,6861.1,4014.2,12,12,iPhone
11474,churned,159,127,490,3256,293,0,4579.1,3243.7,1,0,iPhone
11475,churned,14,11,46,1789,91,0,1039.5,771.4,14,14,iPhone
11477,retained,39,36,60,1257,142,20,9428.8,3669.3,20,17,iPhone
11478,retained,6,6,67,2882,108,56,2273.9,1464.9,1,1,iPhone
11479,retained,73,60,110,794,86,0,1345.4,1059.0,16,12,iPhone
11480,retained,56,46,170,760,104,0,9675.5,1718.8,25,22,iPhone
11481,churned,32,26,300,2587,0,0,1346.7,599.9,2,2,iPhone
11482,retained,152,122,338,390,9,0,3427.1,1082.7,29,22,iPhone
11483,churned,22,21,101,194,225,221,2650.2,1492.8,19,19,iPhone
11484,retained,116,94,123,763,61,6,4119.5,2409.9,19,19,iPhone
11485,retained,108,90,238,1985,0,45,1591.9,1191.5,30,23,iPhone
11486,retained,2,2,223,379,8,0,3750.0,1816.6,0,0,iPhone
11487,retained,102,82,157,2666,95,80,3702.5,297.0,27,22,Android
11488,retained,142,114,266,1581,121,13,3338.4,1824.8,23,22,iPhone
11489,retained,133,107,389,2335,106,84,4563.8,427.3,22,17,iPhone
11490,retained,9,9,157,2490,227,0,11457.7,9344.2,2,0,iPhone
11491,retained,52,52,227,847,140,0,3462.5,1151.4,16,12,iPhone
11492,churned,27,26,91,3142,130,35,4495.9,3378.9,11,11,iPhone
11493,churned,46,46,60,1592,0,61,3484.6,2141.6,6,6,iPhone
11495,retained,6,6,189,1455,45,0,1637.9,936.8,10,9,Android
11496,retained,74,63,95,1693,360,65,1286.2,591.8,18,15,iPhone
11497,churned,170,137,208,2873,0,16,3640.5,2251.0,7,7,Android
11498,retained,72,58,273,70,24,0,2851.6,1827.6,18,17,iPhone
11499,retained,298,238,305,545,245,0,1964.5,260.7,13,10,iPhone
11500,churned,0,0,171,2929,58,38,1410.6,972.6,19,13,iPhone
11501,churned,125,101,176,496,13,47,12826.0,9848.2,16,12,iPhone
11502,churned,53,51,104,637,14,19,5513.4,2179.7,13,8,Android
11503,retained,19,16,25,1281,67,35,3732.1,1796.0,14,10,iPhone
11504,retained,134,110,165,139,149,0,1349.0,1054.4,1,0,Android
11505,retained,8,7,54,1461,340,26,2060.6,714.4,3,2,Android
11506,retained,84,68,586,750,968,87,15263.7,3087.3,23,21,iPhone
11507,retained,9,9,93,1115,64,10,3087.4,1399.2,1,0,iPhone
11508,retained,117,95,152,446,82,0,4735.3,1493.3,29,27,Android
11509,retained,48,39,100,1372,15,0,3277.5,2462.7,21,18,iPhone
11510,retained,127,119,192,777,38,0,1992.6,829.5,15,7,iPhone
11512,retained,15,12,138,1329,177,0,4546.8,1281.1,28,25,iPhone
11513,retained,55,44,105,2232,341,0,3842.5,2525.9,15,10,iPhone
11514,churned,93,74,125,1487,0,4,3811.0,2958.1,28,19,iPhone
11515,retained,87,71,96,1882,0,6,4143.6,1687.7,28,24,Android
11516,retained,76,62,130,1371,59,0,2935.4,119.0,24,23,iPhone
11517,churned,58,47,184,272,131,9,683.5,23.2,4,4,iPhone
11518,retained,25,20,32,1887,146,46,1424.5,770.9,26,16,iPhone
11520,retained,20,17,353,3206,1,0,950.9,346.5,5,5,iPhone
11521,retained,53,42,123,1610,126,116,3522.9,1804.1,17,16,iPhone
11522,retained,4,4,946,697,180,16,3081.4,1635.5,20,11,Android
11523,retained,39,36,380,1750,166,0,2326.8,1896.3,31,29,iPhone
11524,churned,67,54,82,581,3,0,2489.4,2024.7,1,0,iPhone
11525,retained,172,137,176,2519,175,45,2065.0,518.0,24,23,iPhone
11526,retained,39,39,71,1139,0,34,609.6,473.7,30,27,Android
11527,churned,146,118,206,592,61,49,1817.5,643.2,20,15,iPhone
11528,retained,194,157,216,3031,234,6,9980.9,3050.9,30,21,iPhone
11529,retained,140,136,290,1642,72,0,5082.5,1615.8,27,25,iPhone
11530,retained,38,31,291,3459,18,48,6849.6,3517.0,11,6,Android
11531,retained,20,17,30,1979,575,0,6504.7,4093.5,20,14,iPhone
11532,retained,26,24,77,3073,0,0,4847.6,3864.9,23,23,iPhone
11533,retained,24,24,67,1719,73,144,7789.1,4315.1,18,18,iPhone
11534,retained,29,24,31,2866,35,48,3423.0,985.7,26,18,Android
11535,retained,57,46,288,3138,172,67,3831.9,2653.9,11,8,iPhone
11536,retained,62,51,165,1989,314,47,1901.9,1247.6,8,7,Android
11537,retained,188,158,364,2980,33,0,2274.9,1454.2,24,20,Android
11538,retained,15,15,107,905,174,2,1069.8,615.8,30,24,iPhone
11539,retained,2,2,105,1729,154,0,3315.9,1029.9,17,14,iPhone
11540,retained,3,3,102,2235,0,0,3688.2,1062.3,8,6,iPhone
11541,retained,4,4,37,1073,0,0,1371.4,776.3,7,2,Android
11542,churned,8,6,125,985,135,181,3500.6,882.5,10,7,iPhone
11543,retained,393,315,402,2227,0,41,4027.4,3028.8,6,5,iPhone
11544,retained,90,75,176,2549,175,0,2645.9,1736.1,20,16,iPhone
11545,retained,147,147,248,2229,0,20,5264.6,1443.6,24,16,iPhone
11546,retained,238,190,466,2515,84,51,3813.3,689.6,26,23,iPhone
11547,retained,30,24,52,2452,6,0,3105.2,1370.9,19,16,iPhone
11548,churned,253,204,279,371,74,0,3364.1,819.3,7,7,iPhone
11549,retained,34,28,228,2535,75,25,4607.2,3188.9,19,18,iPhone
11550,retained,23,21,80,1931,51,65,4415.2,2205.3,27,24,iPhone
11551,retained,22,22,44,2860,233,0,1870.7,320.1,23,19,iPhone
11552,retained,112,90,278,3235,113,0,2277.2,639.5,12,12,iPhone
11554,retained,286,240,338,2395,0,0,2798.1,1832.8,19,14,iPhone
11555,retained,17,14,38,2326,317,0,3126.8,1331.6,6,6,iPhone
11556,retained,57,47,145,3468,0,28,6118.0,3993.8,22,13,iPhone
11558,retained,125,100,160,1077,1,131,1995.3,1583.4,27,17,iPhone
11560,retained,142,142,164,2424,116,0,6336.5,3568.2,28,21,Android
11561,retained,2,2,93,2199,163,2,1445.7,720.3,11,5,Android
11562,retained,124,108,140,2881,124,7,4436.9,1457.3,18,13,Android
11563,churned,22,19,127,1709,134,0,915.9,436.9,8,1,Android
11564,retained,57,46,176,2960,70,0,2828.0,2299.8,11,4,iPhone
11565,retained,82,66,98,37,0,0,8048.7,1379.0,27,22,iPhone
11566,retained,101,81,137,1367,0,121,4391.5,3157.1,3,3,iPhone
11567,retained,97,78,201,2031,184,0,4233.9,1318.1,11,11,iPhone
11568,churned,16,13,245,3301,0,0,9394.8,6505.0,4,4,iPhone
11569,retained,23,22,114,3064,311,0,6654.7,4201.7,2,2,Android
11570,churned,36,29,118,1821,0,0,5015.7,3220.0,24,18,Android
11571,retained,56,45,430,463,0,0,2423.2,1463.6,24,17,Android
11573,retained,47,38,136,737,0,23,2324.5,1586.8,23,20,iPhone
11574,retained,17,15,76,1035,282,5,1785.3,1332.7,13,11,Android
11575,retained,288,231,331,3391,0,0,6591.6,885.9,25,18,iPhone
11576,retained,20,16,187,2298,0,0,2225.1,651.5,31,24,iPhone
11577,retained,73,59,112,3485,91,0,1077.2,743.5,31,26,iPhone
11578,retained,72,59,819,485,105,0,4127.9,950.4,25,22,iPhone
11579,retained,50,50,115,1721,71,0,2162.0,1330.2,25,25,iPhone
11580,retained,7,6,92,2789,95,68,9014.0,4312.4,26,26,iPhone
11581,retained,16,13,102,2333,0,0,2363.5,723.8,14,10,Android
11582,retained,40,40,209,2694,0,2,3188.6,2232.6,3,0,Android
11583,churned,27,22,63,361,0,0,4443.1,3433.1,26,17,Android
11584,retained,361,289,422,3430,221,0,8751.1,2978.2,26,25,Android
11585,churned,89,77,276,136,92,0,6635.2,738.8,16,16,Android
11586,retained,20,18,145,3045,153,100,999.6,798.5,25,24,iPhone
11587,retained,49,49,338,1659,51,150,3115.1,2206.4,17,13,iPhone
11589,retained,17,17,59,1348,77,10,3556.8,1925.0,12,12,iPhone
11590,retained,54,44,144,2686,123,0,3718.1,2637.7,19,11,Android
11591,retained,92,74,105,2779,315,3,3549.7,2347.1,7,1,iPhone
11592,retained,16,15,63,2830,93,49,3925.8,839.0,1,0,Android
11593,retained,85,69,274,2076,83,31,1547.8,402.5,26,21,iPhone
11594,retained,139,112,292,2956,615,0,2621.4,1004.9,3,3,iPhone
11595,retained,83,67,462,1172,16,0,3655.3,1949.5,9,2,iPhone
11596,retained,97,82,157,288,98,0,9293.4,2832.5,23,19,iPhone
11597,retained,56,45,81,2585,39,0,6285.4,1210.9,23,20,Android
11598,retained,102,82,169,2941,180,37,768.6,260.1,4,0,Android
11599,retained,201,161,444,44,169,142,2226.3,1456.8,27,22,iPhone
11600,retained,20,17,188,141,0,0,2040.7,1260.3,19,18,iPhone
11602,retained,15,15,29,3209,177,71,6429.4,2123.5,26,16,iPhone
11603,retained,49,40,84,814,33,19,5167.5,862.1,26,21,Android
11604,retained,2,2,9,227,159,89,1705.6,1250.1,28,21,iPhone
11605,retained,31,31,89,2728,240,17,3234.5,2448.7,24,24,iPhone
11606,retained,280,254,406,332,80,0,2009.0,1597.1,14,14,iPhone
11607,retained,326,266,348,2827,309,22,5072.4,4035.8,20,19,Android
11608,churned,78,74,135,1799,0,7,4743.5,2713.2,17,16,iPhone
11609,retained,19,15,28,2034,234,0,3624.3,469.1,3,3,Android
11610,retained,9,8,31,1739,25,10,5083.5,3175.3,6,6,iPhone
11611,retained,4,3,153,1615,25,12,1805.7,438.0,0,0,iPhone
11612,retained,107,89,250,2063,479,44,2509.3,1770.9,5,5,Android
11613,churned,10,10,416,224,52,0,867.7,465.6,4,4,iPhone
11614,retained,3,3,127,2077,0,34,2607.7,1517.7,1,1,iPhone
11615,retained,66,53,139,2972,107,101,1114.6,836.4,19,19,iPhone
11616,retained,202,163,609,3089,0,0,2022.1,547.6,13,7,Android
11617,retained,5,5,94,3110,13,0,2000.9,1153.2,30,23,iPhone
11618,retained,36,36,184,3484,113,48,5737.9,3051.4,5,5,iPhone
11619,retained,48,39,188,1339,101,108,2321.6,970.7,31,30,Android
11620,retained,60,50,134,708,82,0,3517.4,1175.8,17,10,iPhone
11621,retained,73,59,431,2167,110,197,4192.5,864.6,15,13,iPhone
11622,retained,109,109,207,1473,81,0,3484.0,1817.6,10,3,iPhone
11623,retained,21,17,181,1338,3,0,338.0,214.9,11,7,Android
11624,retained,275,220,533,2478,95,207,2937.3,1136.3,30,23,iPhone
11625,retained,13,11,223,1369,10,0,1704.4,1301.5,26,24,iPhone
11626,retained,29,23,144,1159,186,9,2150.5,1783.5,24,16,Android
11627,retained,222,179,310,2629,133,0,1907.0,1456.5,15,15,Android
11628,retained,0,0,300,17,31,0,3948.8,3077.3,10,6,Android
11629,retained,69,58,147,366,9,14,3985.1,1414.6,5,5,iPhone
11630,retained,118,95,174,1145,184,11,4895.2,1524.2,26,23,iPhone
11631,retained,71,70,174,3339,17,128,6136.2,1610.0,22,16,Android
11632,retained,30,30,193,3103,407,148,2213.7,1492.5,17,13,iPhone
11633,retained,156,142,400,2968,88,0,3382.5,1820.5,8,2,iPhone
11634,retained,13,13,221,3211,71,21,1586.0,1292.6,14,8,iPhone
11635,retained,116,116,200,2790,222,0,3713.6,1209.1,11,9,Android
11636,retained,123,99,168,1123,88,2,8144.9,4715.3,3,1,iPhone
